,card_materials,card_patterns,card_bitpoints,card_drift,card_mana,card_ingot,dragon_allhorns,dragon_wings,dragon_eye_colors,dragon_gatget,dragon_skin_texture
1553,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1554,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1555,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1556,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1557,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1558,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1559,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1560,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1561,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1562,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1563,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1564,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1565,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1566,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1567,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1568,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1569,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1570,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1571,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1572,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1573,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1574,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1575,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1576,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1577,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1578,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1579,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1580,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1581,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1582,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1583,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1584,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1585,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1586,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1587,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1588,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1589,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1590,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1591,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1592,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1593,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1594,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1595,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1596,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1597,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1598,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1599,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1600,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1601,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1602,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1603,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1604,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1605,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1606,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1607,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1608,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1609,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1610,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1611,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1612,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1613,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1614,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1615,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1616,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1617,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1618,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1619,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1620,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1621,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1622,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1623,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1624,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1625,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1626,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1627,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1628,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1629,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1630,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1631,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1632,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1633,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1634,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1635,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1636,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1637,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1638,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1639,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1640,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1641,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1642,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1643,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1644,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1645,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1646,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1647,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1648,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1649,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1650,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1651,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1652,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1653,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1654,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1655,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1656,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1657,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1658,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1659,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1660,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1661,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1662,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1663,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1664,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1665,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1666,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1667,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1668,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1669,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1670,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1671,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1672,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1673,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1674,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1675,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1676,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1677,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1678,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1679,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1680,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1681,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1682,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1683,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1684,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1685,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1686,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1687,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1688,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1689,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1690,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1691,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1692,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1693,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1694,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1695,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1696,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1697,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1698,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1699,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1700,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1701,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1702,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1703,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1704,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1705,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1706,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1707,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1708,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1709,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1710,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1711,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1712,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1713,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1714,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1715,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1716,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1717,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1718,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1719,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1720,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1721,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1722,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1723,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1724,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1725,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1726,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1727,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1728,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1729,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1730,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1731,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1732,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1733,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1734,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1735,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1736,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1737,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1738,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1739,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1740,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1741,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1742,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1743,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1744,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1745,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1746,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1747,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1748,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1749,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1750,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1751,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1752,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1753,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1754,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1755,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1756,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1757,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1758,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1759,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1760,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1761,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1762,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1763,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1764,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1765,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1766,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1767,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1768,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1769,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1770,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1771,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1772,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1773,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1774,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1775,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1776,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1777,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1778,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1779,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1780,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1781,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1782,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1783,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1784,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1785,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1786,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1787,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1788,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1789,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1790,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1791,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1792,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1793,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1794,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1795,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1796,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1797,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1798,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1799,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1800,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1801,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1802,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1803,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1804,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1805,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1806,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1807,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1808,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1809,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1810,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1811,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1812,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1813,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1814,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1815,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1816,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1817,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1818,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1819,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1820,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1821,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1822,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1823,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1824,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1825,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1826,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1827,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1828,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1829,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1830,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1831,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1832,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1833,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1834,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1835,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1836,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1837,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1838,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1839,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1840,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1841,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1842,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1843,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1844,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1845,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1846,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1847,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
